,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,updated_github_id
68,Reinforce.jl,JuliaML/Reinforce.jl,ml-frameworks,https://github.com/JuliaML/Reinforce.jl,https://github.com/JuliaML/Reinforce.jl,,2016-07-25 13:34:25,2021-01-30 19:30:00,2021-01-30 19:29:59,32.0,8.0,14.0,181,139.0,2020-11-17 10:26:40,0.4.0,,,5.0,"Abstractions, algorithms, and utilities for reinforcement learning in Julia.",,,16.0,12,False,3,,
69,Augmentor.jl,Evizero/Augmentor.jl,image,https://github.com/Evizero/Augmentor.jl,https://github.com/Evizero/Augmentor.jl,,2017-05-04 13:13:15,2021-04-22 11:08:09,2020-11-18 11:17:27,31.0,20.0,17.0,97,191.0,2020-09-17 17:04:26,0.6.2,,,11.0,A fast image augmentation library in Julia for machine learning.,,,3.0,12,False,3,,
70,KernelDensity.jl,JuliaStats/KernelDensity.jl,probabilistics,https://github.com/JuliaStats/KernelDensity.jl,https://github.com/JuliaStats/KernelDensity.jl,,2014-04-13 19:14:58,2021-04-19 13:14:05,2021-04-19 12:59:10,27.0,19.0,34.0,96,113.0,2020-10-31 09:07:10,0.6.2,,,9.0,Kernel density estimators for Julia.,,,21.0,12,False,3,1.0,
71,DiffEqBayes.jl,SciML/DiffEqBayes.jl,ml-frameworks,https://github.com/SciML/DiffEqBayes.jl,https://github.com/SciML/DiffEqBayes.jl,,2017-07-24 00:13:20,2021-04-24 08:54:13,2021-04-24 08:45:14,20.0,7.0,49.0,94,570.0,2021-02-11 18:48:12,2.23.0,,,46.0,"Extension functionality which uses Stan.jl, DynamicHMC.jl, and Turing.jl to estimate the parameters to differential..",,,18.0,12,False,3,,
72,LossFunctions.jl,JuliaML/LossFunctions.jl,ml-frameworks,https://github.com/JuliaML/LossFunctions.jl,https://github.com/JuliaML/LossFunctions.jl,,2015-10-11 10:41:50,2021-02-11 11:42:27,2020-06-01 17:39:24,24.0,7.0,66.0,90,423.0,2020-05-05 16:02:53,0.6.2,,,11.0,Julia package of loss functions for machine learning.,,,17.0,12,False,3,,
73,JuliaML/MLDataUtils.jl,JuliaML/MLDataUtils.jl,data-loading,https://github.com/JuliaML/MLDataUtils.jl,https://github.com/JuliaML/MLDataUtils.jl,,2016-02-12 21:17:27,2021-04-25 12:03:13,2021-04-25 12:03:13,16.0,12.0,22.0,76,185.0,2021-04-24 05:18:30,0.5.4,,,9.0,"Utility package for generating, loading, splitting, and processing Machine Learning datasets.",,,15.0,12,False,3,,
74,GLMNet.jl,JuliaStats/GLMNet.jl,probabilistics,https://github.com/JuliaStats/GLMNet.jl,https://github.com/JuliaStats/GLMNet.jl,,2013-11-19 04:41:43,2021-04-22 13:10:02,2021-04-22 12:57:03,24.0,5.0,20.0,76,105.0,2021-04-22 13:10:02,0.6.2,,,11.0,Julia wrapper for fitting Lasso/ElasticNet GLM models using glmnet.,,,13.0,12,False,3,,
75,NMF.jl,JuliaStats/NMF.jl,ml-frameworks,https://github.com/JuliaStats/NMF.jl,https://github.com/JuliaStats/NMF.jl,,2014-02-08 15:25:09,2021-04-20 22:02:17,2021-04-20 21:10:19,28.0,2.0,27.0,70,92.0,2021-04-20 22:02:17,0.5.3,,,8.0,A Julia package for non-negative matrix factorization.,,,12.0,12,False,3,,
76,WordTokenizers.jl,JuliaText/WordTokenizers.jl,nlp,https://github.com/JuliaText/WordTokenizers.jl,https://github.com/JuliaText/WordTokenizers.jl,,2018-04-10 12:29:17,2021-04-10 12:40:02,2021-01-17 10:00:44,23.0,6.0,10.0,66,258.0,2020-08-27 12:17:05,0.5.6,,,13.0,High performance tokenizers for natural language processing and other related tasks.,,,17.0,12,False,2,,
77,CausalInference.jl,mschauer/CausalInference.jl,ml-frameworks,https://github.com/mschauer/CausalInference.jl,https://github.com/mschauer/CausalInference.jl,,2017-08-01 11:52:26,2021-03-10 22:16:30,2021-03-10 22:12:10,16.0,5.0,8.0,62,215.0,2020-12-16 13:06:17,0.5.6,,,9.0,"Causal inference, graphical models and structure learning with the PC algorithm.",,,6.0,12,False,3,,
78,AtomicGraphNets.jl,aced-differentiate/AtomicGraphNets.jl,ml-frameworks,https://github.com/aced-differentiate/AtomicGraphNets.jl,https://github.com/aced-differentiate/AtomicGraphNets.jl,MIT,2020-04-01 21:13:23,2021-04-23 19:52:43,2021-04-16 16:51:04,6.0,13.0,12.0,22,,2021-03-22 20:50:22,0.1.2,,,3.0,Atomic graph models for molecules and crystals in Julia.,,,7.0,12,False,3,,
79,Fairness.jl,ashryaagr/Fairness.jl,interpretability,https://github.com/ashryaagr/Fairness.jl,https://github.com/ashryaagr/Fairness.jl,MIT,2020-05-21 18:10:23,2021-04-25 06:42:04,2021-04-25 06:42:00,9.0,7.0,1.0,17,139.0,2021-03-20 16:14:54,0.3.1,,,7.0,Julia Toolkit with fairness metrics and bias mitigation algorithms.,,,8.0,12,False,1,,
80,AdaGram.jl,sbos/AdaGram.jl,nlp,https://github.com/sbos/AdaGram.jl,https://github.com/sbos/AdaGram.jl,MIT,2015-03-01 19:58:59,2019-11-20 03:48:04,2019-11-20 03:39:12,37.0,14.0,18.0,157,116.0,,,,,,Adaptive Skip-gram implementation in Julia.,,,8.0,11,False,2,,
81,Torch.jl,FluxML/Torch.jl,ml-frameworks,https://github.com/FluxML/Torch.jl,https://github.com/FluxML/Torch.jl,,2020-02-04 09:11:22,2021-04-07 16:26:03,2021-04-07 16:26:03,13.0,14.0,10.0,127,193.0,2020-08-04 00:22:05,0.1.2,,,3.0,Sensible extensions for exposing torch in Julia.,,,12.0,11,False,3,,
82,ONNX.jl,FluxML/ONNX.jl,ml-frameworks,https://github.com/FluxML/ONNX.jl,https://github.com/FluxML/ONNX.jl,,2018-02-09 13:53:32,2021-04-12 17:31:08,2021-04-12 17:31:08,16.0,23.0,15.0,79,164.0,2019-06-25 12:46:51,0.1.1,,,2.0,Read ONNX graphs in Julia.,,,9.0,11,False,3,,
83,ManifoldLearning.jl,wildart/ManifoldLearning.jl,ml-frameworks,https://github.com/wildart/ManifoldLearning.jl,https://github.com/wildart/ManifoldLearning.jl,,2014-07-19 03:30:31,2021-02-10 01:33:10,2021-02-10 00:52:15,15.0,,15.0,58,42.0,2021-02-10 01:33:10,0.6.2,,,4.0,A Julia package for manifold learning and nonlinear dimensionality reduction.,,,3.0,11,False,3,,
84,Embeddings.jl,JuliaText/Embeddings.jl,nlp,https://github.com/JuliaText/Embeddings.jl,https://github.com/JuliaText/Embeddings.jl,MIT,2018-06-06 07:50:20,2020-02-14 20:56:27,2020-02-14 20:56:26,12.0,6.0,9.0,50,89.0,2020-02-09 00:06:15,0.4.2,,,7.0,"Functions and data dependencies for loading various word embeddings (Word2Vec, FastText, GLoVE).",,,7.0,11,False,2,,
85,lathe,bhattlab/lathe,ml-frameworks,https://github.com/bhattlab/lathe,https://github.com/bhattlab/lathe,MIT,2019-03-20 18:12:38,2021-02-10 03:18:37,2021-02-10 03:18:33,11.0,8.0,5.0,43,283.0,,,,,,A tool for generating bacterial genomes from metagenomes with nanopore long read sequencing.,,,5.0,11,False,3,,
86,ROCAnalysis.jl,davidavdav/ROCAnalysis.jl,ml-frameworks,https://github.com/davidavdav/ROCAnalysis.jl,https://github.com/davidavdav/ROCAnalysis.jl,,2014-03-13 08:23:30,2021-04-07 09:17:37,2021-04-07 07:49:52,6.0,3.0,6.0,23,127.0,2021-04-07 09:17:37,0.3.2,,,3.0,Receiver Operating Characteristics and functions for evaluation probabilistic binary classifiers.,,,6.0,11,False,3,,
87,cscherrer/SossMLJ.jl,cscherrer/SossMLJ.jl,probabilistics,https://github.com/cscherrer/SossMLJ.jl,https://github.com/cscherrer/SossMLJ.jl,MIT,2019-10-29 19:33:19,2021-04-25 00:08:49,2021-04-13 17:26:26,1.0,12.0,38.0,11,86.0,2021-04-13 17:41:12,0.3.0,,,3.0,SossMLJ makes it easy to build MLJ machines from user-defined models from the Soss probabilistic programming language.,,,4.0,11,False,3,,
88,BytePairEncoding.jl,chengchingwen/BytePairEncoding.jl,nlp,https://github.com/chengchingwen/BytePairEncoding.jl,https://github.com/chengchingwen/BytePairEncoding.jl,MIT,2018-12-03 13:06:41,2021-04-09 04:13:59,2021-04-09 04:13:54,2.0,,2.0,3,72.0,2021-04-08 20:39:49,0.2.0,,,3.0,Julia implementation of Byte Pair Encoding for NLP.,,,,11,False,2,,
89,FastAI.jl,FluxML/FastAI.jl,ml-frameworks,https://github.com/FluxML/FastAI.jl,https://github.com/FluxML/FastAI.jl,MIT,2020-05-20 23:06:49,2021-04-26 00:59:04,2021-04-20 09:20:39,19.0,11.0,7.0,147,141.0,,,,,,"Repository of best practices for deep learning in Julia, inspired by fastai.",,,11.0,10,True,3,,
90,Word2Vec.jl,JuliaText/Word2Vec.jl,nlp,https://github.com/JuliaText/Word2Vec.jl,https://github.com/JuliaText/Word2Vec.jl,,2015-09-03 21:49:18,2020-11-30 22:30:04,2020-11-30 20:47:55,11.0,4.0,8.0,50,97.0,2020-11-30 22:30:05,0.5.3,,,4.0,Julia interface to word2vec.,,,7.0,10,False,3,,
91,MLDataPattern.jl,JuliaML/MLDataPattern.jl,data-loading,https://github.com/JuliaML/MLDataPattern.jl,https://github.com/JuliaML/MLDataPattern.jl,,2017-03-31 11:44:53,2021-02-11 19:17:10,2020-11-30 06:27:20,11.0,12.0,14.0,40,135.0,2020-10-30 13:11:51,0.5.4,,,12.0,"Utility package for subsetting, resampling, iteration, and partitioning of various types of data sets in Machine..",,,13.0,10,False,3,,
92,Languages.jl,JuliaText/Languages.jl,nlp,https://github.com/JuliaText/Languages.jl,https://github.com/JuliaText/Languages.jl,,2012-12-21 04:07:57,2021-03-31 18:19:09,2021-03-31 18:19:08,19.0,2.0,7.0,34,102.0,2020-04-08 22:11:29,0.4.3,,,6.0,A package for working with human languages.,,,16.0,10,False,3,,
93,CorpusLoaders.jl,JuliaText/CorpusLoaders.jl,data-loading,https://github.com/JuliaText/CorpusLoaders.jl,https://github.com/JuliaText/CorpusLoaders.jl,,2016-08-26 08:02:52,2021-03-24 13:18:58,2021-03-24 13:18:58,8.0,8.0,9.0,20,209.0,2020-01-04 09:45:51,0.3.1,,,3.0,A variety of loaders for various NLP corpora.,,,11.0,10,False,3,-1.0,
94,TextModels.jl,JuliaText/TextModels.jl,nlp,https://github.com/JuliaText/TextModels.jl,https://github.com/JuliaText/TextModels.jl,,2020-09-04 20:10:47,2021-01-08 15:17:34,2020-11-17 20:49:28,5.0,5.0,1.0,7,336.0,2020-11-01 22:45:50,0.1.0,,,1.0,Neural Network based models for Natural Language Processing.,,,24.0,10,False,3,,
95,WordNet.jl,JuliaText/WordNet.jl,nlp,https://github.com/JuliaText/WordNet.jl,https://github.com/JuliaText/WordNet.jl,,2015-09-21 22:18:44,2020-02-08 17:36:15,2020-02-08 17:36:13,8.0,2.0,4.0,22,75.0,2019-03-01 17:34:47,0.2.2,,,3.0,A Julia package for Princeton's WordNet.,,,11.0,9,False,3,,
96,DiscriminantAnalysis.jl,trthatcher/DiscriminantAnalysis.jl,ml-frameworks,https://github.com/trthatcher/DiscriminantAnalysis.jl,https://github.com/trthatcher/DiscriminantAnalysis.jl,MIT,2013-10-08 03:48:09,2021-01-10 00:58:12,2021-01-10 00:57:58,6.0,5.0,4.0,7,216.0,,,,,,Regularized discriminant analysis in Julia.,,,7.0,9,False,3,,
97,TopicModels.jl,slycoder/TopicModels.jl,nlp,https://github.com/slycoder/TopicModels.jl,https://github.com/slycoder/TopicModels.jl,MIT,2013-03-17 03:32:26,2020-05-31 01:53:24,2020-05-31 01:53:23,14.0,,4.0,31,14.0,,,,,,TopicModels for Julia.,,,6.0,8,False,3,,
98,TimeSeriesClassification.jl,alan-turing-institute/TimeSeriesClassification.jl,ml-frameworks,https://github.com/alan-turing-institute/TimeSeriesClassification.jl,https://github.com/alan-turing-institute/TimeSeriesClassification.jl,MIT,2020-05-06 16:20:21,2020-12-01 15:36:57,2020-12-01 15:36:48,4.0,5.0,1.0,19,103.0,,,,,,Machine Learning with Time Series in Julia.,,,7.0,8,False,3,,
99,OpenAIGym.jl,JuliaML/OpenAIGym.jl,ml-frameworks,https://github.com/JuliaML/OpenAIGym.jl,https://github.com/JuliaML/OpenAIGym.jl,,2016-04-30 01:01:35,2020-07-21 05:30:41,2020-07-21 05:30:40,18.0,10.0,9.0,81,83.0,,,,,,OpenAI's Gym binding for Julia.,,,12.0,7,False,3,,
100,DistributedReinforcementLearning.jl,JuliaReinforcementLearning/DistributedReinforcementLearning.jl,others,https://github.com/JuliaReinforcementLearning/DistributedReinforcementLearning.jl,https://github.com/JuliaReinforcementLearning/DistributedReinforcementLearning.jl,MIT,2020-10-29 15:21:52,2020-12-19 00:25:16,2020-11-22 05:41:36,2.0,,1.0,2,19.0,2020-11-26 00:21:54,0.1.0,,,1.0,"If it works, it works everywhere!.",,,,7,False,3,,
101,Snowball.jl,JuliaText/Snowball.jl,nlp,https://github.com/JuliaText/Snowball.jl,https://github.com/JuliaText/Snowball.jl,MIT,2020-03-24 17:21:51,2020-11-17 20:55:14,2020-11-17 20:53:33,,,,1,15.0,2020-09-06 23:51:55,0.1.0,,,1.0,Snowball stemming algorithms.,,,2.0,5,False,3,,
