,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
70,Embeddings.jl,JuliaText/Embeddings.jl,nlp,https://github.com/JuliaText/Embeddings.jl,https://github.com/JuliaText/Embeddings.jl,MIT,2018-06-06 07:50:20,2020-02-14 20:56:27,2020-02-14 20:56:26,11.0,5.0,9.0,48,89,2020-02-09 00:06:15,0.4.2,,,7.0,"Functions and data dependencies for loading various word embeddings (Word2Vec, FastText, GLoVE).",,,7.0,11,False,2,
71,lathe,bhattlab/lathe,ml-frameworks,https://github.com/bhattlab/lathe,https://github.com/bhattlab/lathe,MIT,2019-03-20 18:12:38,2021-02-10 03:18:37,2021-02-10 03:18:33,11.0,8.0,5.0,38,283,,,,,,A tool for generating bacterial genomes from metagenomes with nanopore long read sequencing.,,,5.0,11,False,3,
72,ONNX.jl,FluxML/ONNX.jl,ml-frameworks,https://github.com/FluxML/ONNX.jl,https://github.com/FluxML/ONNX.jl,,2018-02-09 13:53:32,2020-10-27 02:05:45,2020-08-24 07:54:33,13.0,22.0,15.0,74,158,2019-06-25 12:46:51,0.1.1,,,2.0,Read ONNX graphs in Julia.,,,7.0,10,False,3,
73,Word2Vec.jl,JuliaText/Word2Vec.jl,nlp,https://github.com/JuliaText/Word2Vec.jl,https://github.com/JuliaText/Word2Vec.jl,,2015-09-03 21:49:18,2020-11-30 22:30:04,2020-11-30 20:47:55,10.0,4.0,8.0,50,97,2020-11-30 22:30:05,0.5.3,,,4.0,Julia interface to word2vec.,,,7.0,10,False,3,
74,Languages.jl,JuliaText/Languages.jl,nlp,https://github.com/JuliaText/Languages.jl,https://github.com/JuliaText/Languages.jl,,2012-12-21 04:07:57,2020-12-18 16:14:36,2020-12-18 16:14:36,18.0,2.0,7.0,33,95,2020-04-08 22:11:29,0.4.3,,,6.0,A package for working with human languages.,,,14.0,10,False,3,
75,ROCAnalysis.jl,davidavdav/ROCAnalysis.jl,ml-frameworks,https://github.com/davidavdav/ROCAnalysis.jl,https://github.com/davidavdav/ROCAnalysis.jl,,2014-03-13 08:23:30,2021-02-22 09:38:56,2021-02-22 09:38:56,7.0,3.0,4.0,22,120,2020-02-04 15:40:55,0.3.1,,,2.0,Receiver Operating Characteristics and functions for evaluation probabilistic binary classifiers.,,,5.0,10,False,3,1.0
76,DiscriminantAnalysis.jl,trthatcher/DiscriminantAnalysis.jl,ml-frameworks,https://github.com/trthatcher/DiscriminantAnalysis.jl,https://github.com/trthatcher/DiscriminantAnalysis.jl,MIT,2013-10-08 03:48:09,2021-01-10 00:58:12,2021-01-10 00:57:58,6.0,5.0,4.0,7,216,,,,,,Regularized discriminant analysis in Julia.,,,7.0,10,False,3,
77,TextModels.jl,JuliaText/TextModels.jl,nlp,https://github.com/JuliaText/TextModels.jl,https://github.com/JuliaText/TextModels.jl,,2020-09-04 20:10:47,2021-01-08 15:17:34,2020-11-17 20:49:28,3.0,4.0,1.0,3,336,2020-11-01 22:45:50,0.1.0,,,1.0,Neural Network based models for Natural Language Processing.,,,24.0,10,False,3,
78,WordNet.jl,JuliaText/WordNet.jl,nlp,https://github.com/JuliaText/WordNet.jl,https://github.com/JuliaText/WordNet.jl,,2015-09-21 22:18:44,2020-02-08 17:36:15,2020-02-08 17:36:13,8.0,2.0,4.0,21,75,2019-03-01 17:34:47,0.2.2,,,3.0,A Julia package for Princeton's WordNet.,,,11.0,9,False,3,
79,CorpusLoaders.jl,JuliaText/CorpusLoaders.jl,data-loading,https://github.com/JuliaText/CorpusLoaders.jl,https://github.com/JuliaText/CorpusLoaders.jl,,2016-08-26 08:02:52,2020-04-01 10:28:25,2020-04-01 10:28:24,8.0,8.0,9.0,20,206,2020-01-04 09:45:51,0.3.1,,,3.0,A variety of loaders for various NLP corpora.,,,10.0,9,False,3,
80,TimeSeriesClassification.jl,alan-turing-institute/TimeSeriesClassification.jl,ml-frameworks,https://github.com/alan-turing-institute/TimeSeriesClassification.jl,https://github.com/alan-turing-institute/TimeSeriesClassification.jl,MIT,2020-05-06 16:20:21,2020-12-01 15:36:57,2020-12-01 15:36:48,4.0,5.0,1.0,19,103,,,,,,Machine Learning with Time Series in Julia.,,,7.0,9,False,3,
81,BytePairEncoding.jl,chengchingwen/BytePairEncoding.jl,nlp,https://github.com/chengchingwen/BytePairEncoding.jl,https://github.com/chengchingwen/BytePairEncoding.jl,MIT,2018-12-03 13:06:41,2020-02-08 14:41:20,2019-05-09 16:51:35,2.0,1.0,,3,36,2018-12-11 10:10:58,0.1.1,,,2.0,Julia implementation of Byte Pair Encoding for NLP.,,,,9,False,3,
82,TopicModels.jl,slycoder/TopicModels.jl,nlp,https://github.com/slycoder/TopicModels.jl,https://github.com/slycoder/TopicModels.jl,MIT,2013-03-17 03:32:26,2020-05-31 01:53:24,2020-05-31 01:53:23,14.0,,4.0,31,14,,,,,,TopicModels for Julia.,,,6.0,8,False,3,
83,OpenAIGym.jl,JuliaML/OpenAIGym.jl,ml-frameworks,https://github.com/JuliaML/OpenAIGym.jl,https://github.com/JuliaML/OpenAIGym.jl,,2016-04-30 01:01:35,2020-07-21 05:30:41,2020-07-21 05:30:40,18.0,10.0,9.0,77,83,,,,,,OpenAI's Gym binding for Julia.,,,12.0,7,False,3,
84,Snowball.jl,JuliaText/Snowball.jl,nlp,https://github.com/JuliaText/Snowball.jl,https://github.com/JuliaText/Snowball.jl,MIT,2020-03-24 17:21:51,2020-11-17 20:55:14,2020-11-17 20:53:33,,,,1,15,2020-09-06 23:51:55,0.1.0,,,1.0,Snowball stemming algorithms.,,,2.0,6,False,3,
